"","abortion","age","aid.blacks","aid.blacksCD","aid.blacksCR","aid.blacksD","aid.blacksR","anger.dem","anger.rep","auth.1","auth.2","auth.3","auth.4","bible","black","catholic","church","college","defense.spendingCD","defense.spendingCR","defense.spendingD","defense.spendingR","dem.afraid","dem.angry","dem.cares","dem.decent","dem.hope","dem.know","dem.leader","efficacy1","efficacy2","efficacy3","efficacy4","efficacy5","efficacy6","efficacy7","egal1","egal2","egal3","egal4","fear.dem","fear.rep","feel.asian","feel.black","feel.latino","feeling.dem","feeling.demc","feeling.rep","feeling.repc","female","feminists.therm","fundamental.therm","gay.therm","gays.adoption","gays.military","gov.services","gov.servicesCD","gov.servicesCR","gov.servicesD","gov.servicesR","hispanic","hope.dem","hope.rep","ideology","ideologyCD","ideologyCR","ideologyD","ideologyR","immigrants","income","interest.elections","interest.politics","jewish","jobs","jobsCD","jobsCR","jobsD","jobsR","know.interview.post","know.interview.pre","media","mode","moral1","moral2","moral3","moral4","nonwhite","other","other.race","p1","p2","p3","p4","p5","pid","primary","protect.gays","proud.dem","proud.rep","public.insurance","public.insuranceCD","public.insuranceCR","rep.afraid","rep.angry","rep.cares","rep.decent","rep.hope","rep.know","rep.leader","rid","rr1","rr2","rr3","rr4","split.house","split.senate","union.therm","vote","vote.house","vote.senate","voted","weights.all","weights.ftf","weights.web","white","women.role","women.roleCD","women.roleCR","year","rid2","group","racial.resentment","authoritarianism","efficacy","knowledge","dem_traits","rep_traits","dem_anxiety","rep_anxiety","participation"
"6601",NA,NA,7,NA,NA,NA,NA,1,0,2,2,2,1,3,0,0,1,0,NA,NA,NA,NA,2,2,NA,NA,1,2,2,2,NA,1,1,NA,NA,NA,2,4,4,4,1,0,70,60,40,40,0,60,85,0,40,97,0,1,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,1,0,NA,NA,NA,NA,NA,4,3,NA,"FTF",5,5,5,5,0,0,0,0,0,1,0,1,0.666666666666667,NA,1,0,1,NA,NA,NA,1,1,NA,NA,2,3,3,2267,4,4,1,NA,"RP-RC","RP-RS",30,1,1,1,1,1.9984,1.9984,1.9984,1,NA,NA,NA,2008,6601,1,0.5,0.75,1.5,0.625,0.666666666666667,0.333333333333333,1,0,2
"6604",NA,0.125,NA,4,NA,NA,NA,0,0,1,1,1,1,2,0,0,0,0,NA,NA,NA,NA,1,1,3,NA,2,3,3,2,1,2,1,NA,3,3,2,4,2,3,0,0,70,NA,70,50,85,50,70,1,50,40,50,0,0,NA,NA,NA,NA,NA,0,1,1,0.5,3,6,2,7,5,0,2,1,0,NA,NA,NA,NA,NA,3,3,NA,"FTF",4,2,2,3,0,0,0,0,0,0,0,0,0.5,NA,0,1,0,NA,NA,NA,1,1,2,NA,2,3,3,2268,4,4,3,NA,"DP-DC","DP-DS",50,0,0,0,1,2.9635,2.9635,2.9635,1,NA,NA,NA,2008,6604,1,0.666666666666667,0,2.2,0.5,0.333333333333333,0.444444444444445,0,0,0
"6614",1,0.2375,4,NA,NA,NA,NA,1,1,1,2,1,1,2,0,0,0,0,4,4,5,4,1,2,2,NA,1,3,3,2,2,2,1,3,1,3,2,2,2,4,0,0,50,40,50,50,60,50,60,1,30,40,50,1,0,5,2,4,3,5,0,0,1,0.666666666666667,3,6,2,7,3,0,2,0,0,4,5,5,6,3,NA,3,1,"FTF",3,4,3,4,0,0,0,0,0,0,0,0,0.666666666666667,0,NA,0,0,2,NA,NA,1,2,2,NA,2,2,1,2270,4,3,3,NA,"RP-DC","RP-RS",30,1,0,1,1,0.9872,0.9872,0.9872,1,4,NA,NA,1992,6614,1,0.583333333333333,0.25,2.16666666666667,0.5,0.444444444444445,0.777777777777778,0.5,0.5,0
"6617",1,0.3625,3,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0,1,4,6,4,5,1,1,3,NA,2,3,3,2,3,1,1,3,3,1,2,1,2,1,0,1,70,70,70,70,85,30,15,1,70,15,70,0,0,3,3,6,4,6,0,1,1,0.166666666666667,3,5,3,6,2,1,2,1,0,4,3,7,3,6,NA,4,1,"FTF",2,2,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,2,NA,NA,2,2,1,NA,2,2,2,2271,2,1,2,NA,"DP-DC","DP-DS",60,0,0,0,1,0.9237,0.9237,0.9237,1,1,NA,NA,1992,6617,1,0.166666666666667,0,2.16666666666667,0.75,0.333333333333333,0.777777777777778,0,1,2
"6619",1,0.525,3,5,7,NA,NA,0,1,1,1,1,1,1,0,0,0,0,6,7,NA,NA,1,1,3,NA,2,3,3,2,NA,2,1,2,NA,NA,1,2,2,2,0,1,85,85,85,60,70,0,15,0,60,15,85,0,0,1,3,6,NA,NA,0,1,0,0,4,7,4,7,3,NA,NA,1,0,3,4,6,NA,NA,5,5,0,"FTF",1,2,2,3,0,0,0,1,1,1,1,1,0.333333333333333,NA,NA,0,0,1,4,6,2,2,1,NA,1,2,3,2271,2,2,2,NA,NA,NA,70,NA,NA,NA,1,1.2487,1.2487,1.2487,1,1,2,6,2008,6619,1,0.25,0,2,1,0.333333333333333,0.666666666666667,0,1,5
"6622",2,0.125,7,1,5,NA,NA,1,1,2,2,2,2,NA,0,0,0,0,3,5,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,3,2,3,NA,NA,2,4,2,4,0,1,50,50,50,60,60,85,70,0,50,30,40,0,0,7,1,5,NA,NA,0,0,0,0.833333333333333,1,5,2,6,3,0,NA,0,0,7,2,5,NA,NA,4,5,1,"FTF",4,5,4,4,0,1,0,0,0,0,0,1,0.666666666666667,NA,NA,0,1,NA,3,5,2,2,NA,NA,1,NA,NA,2272,4,4,4,NA,"DP-RC","DP-RS",50,0,1,1,1,1.7643,1.7643,1.7643,1,1,3,4,2008,6622,1,0.75,1,2.33333333333333,0.875,NA,NA,0.5,1,1
"6623",1,0.3375,4,NA,NA,NA,NA,0,0,2,2,2,1,2,0,0,0,0,4,4,4,4,1,1,3,NA,2,3,3,3,1,1,2,3,1,1,1,4,3,2,0,0,50,50,50,85,70,40,40,1,60,50,50,0,0,NA,NA,NA,3,3,0,1,1,0.666666666666667,4,4,4,NA,3,1,2,1,0,4,4,4,4,4,NA,3,1,"FTF",2,4,2,4,0,0,0,0,0,0,0,0,0.166666666666667,0,0,1,1,4,NA,NA,1,1,2,NA,2,3,3,2273,4,2,2,NA,"DP-DC",NA,85,0,0,NA,1,1.0189,1.0189,1.0189,1,1,NA,NA,1992,6623,1,0.416666666666667,0.75,1.66666666666667,0.5,0.333333333333333,0.444444444444445,0,0,0
"6625",NA,0.575,7,NA,NA,NA,NA,1,1,2,2,2,1,2,0,1,1,1,NA,NA,NA,NA,2,2,NA,NA,1,NA,NA,2,NA,1,1,NA,NA,NA,1,5,2,2,1,1,70,50,60,0,0,15,0,0,40,60,40,1,1,NA,NA,NA,NA,NA,0,0,0,NA,1,1,1,2,5,1,2,1,0,NA,NA,NA,NA,NA,5,5,NA,"FTF",5,5,5,4,0,0,0,1,0,1,1,1,0.5,NA,1,0,0,NA,NA,NA,2,2,NA,NA,1,NA,NA,2273,4,3,5,NA,NA,NA,40,NA,1,NA,1,1.4412,1.4412,1.4412,1,NA,NA,NA,2008,6625,1,0.75,0.75,1.5,1,NA,NA,1,1,4
"6626",1,0.375,7,NA,NA,NA,NA,0,0,2,2,2,2,3,0,0,1,0,NA,NA,4,4,1,1,3,NA,1,3,3,2,2,1,1,3,2,1,1,5,4,3,0,0,50,50,50,50,50,85,85,0,40,50,30,1,1,NA,NA,NA,4,4,0,0,0,NA,4,6,NA,NA,3,1,2,1,0,5,5,5,5,5,3,2,1,"FTF",2,4,2,4,0,0,0,0,0,0,0,0,1,1,NA,0,1,4,NA,NA,1,1,3,NA,1,4,4,2274,4,2,3,NA,"RP-RC","RP-RS",30,1,1,1,1,0.9237,0.9237,0.9237,1,1,NA,NA,1992,6626,1,0.5,1,1.83333333333333,0.375,0.333333333333333,0.111111111111111,0,0,0
"6628",NA,0.2875,5,5,4,NA,NA,0,0,1,2,1,1,2,0,0,0,0,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,NA,2,2,3,3,0,0,85,70,70,70,40,50,70,1,70,70,70,0,0,NA,NA,NA,NA,NA,0,1,1,0.166666666666667,2,4,2,5,3,0,2,1,0,NA,NA,NA,NA,NA,3,4,NA,"FTF",2,4,2,2,0,0,0,0,0,0,0,0,0.166666666666667,NA,0,0,1,NA,NA,NA,1,1,NA,NA,2,NA,NA,2274,4,4,5,NA,NA,NA,60,NA,NA,NA,0,2.3272,2.3272,2.3272,1,NA,NA,NA,2008,6628,1,0.833333333333333,0.25,1.5,0.625,NA,NA,0,0,0
"6631",NA,0.4625,4,5,5,NA,NA,1,0,NA,NA,NA,NA,1,0,1,0,1,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,70,40,0,30,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0.333333333333333,5,6,5,7,NA,1,2,1,0,NA,NA,NA,NA,NA,NA,5,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,NA,NA,1,1,NA,NA,1,3,NA,2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5342,1.5342,1.5342,1,NA,NA,NA,2008,6631,1,NA,NA,NA,1,NA,0.333333333333333,0.5,0,0
"6632",2,0.225,5,NA,NA,NA,NA,0,0,2,2,1,2,3,0,0,1,0,3,3,4,3,1,1,3,NA,1,3,3,3,3,2,1,2,3,1,1,5,2,2,0,0,70,70,70,40,30,60,97,1,50,85,30,1,0,5,3,5,3,5,0,0,1,0.666666666666667,3,6,2,6,3,0,2,1,0,5,4,5,4,5,NA,3,1,"FTF",5,5,4,4,0,0,0,0,0,0,0,0,1,1,NA,0,1,4,NA,NA,1,1,3,NA,2,4,4,2276,4,5,3,NA,"RP-RC","RP-RS",40,1,1,1,1,0.9444,0.9444,0.9444,1,1,NA,NA,1992,6632,1,0.75,0.75,2.33333333333333,0.5,0.333333333333333,0.111111111111111,0,0,0
"6634",NA,0.275,NA,NA,NA,NA,NA,0,0,1,2,1,1,3,0,0,1,1,NA,NA,NA,NA,1,1,1,NA,2,3,1,3,NA,2,1,NA,NA,NA,1,2,2,2,0,0,85,85,85,60,15,60,60,1,50,70,60,1,0,NA,NA,NA,NA,NA,0,1,0,0.833333333333333,2,4,2,5,3,0,NA,1,0,NA,NA,NA,NA,NA,4,5,NA,"FTF",4,4,2,4,0,0,0,0,0,0,0,1,1,NA,0,0,1,NA,NA,NA,1,1,2,NA,1,3,3,2276,4,4,4,NA,"RP-RC","RP-DS",60,1,1,0,1,1.4617,1.4617,1.4617,1,NA,NA,NA,2008,6634,1,0.75,0.25,2.5,0.875,0.777777777777778,0.444444444444445,0,0,1
"6635",1,0.2875,5,NA,NA,NA,NA,0,0,1,1,1,1,2,0,0,0,1,3,4,3,5,1,1,4,NA,2,3,NA,3,3,1,NA,2,3,3,1,1,3,2,0,0,50,50,50,60,70,50,60,0,40,40,30,1,0,4,4,5,3,6,0,1,0,0.666666666666667,3,6,2,6,4,1,2,1,1,6,4,6,3,7,5,4,1,"FTF",3,4,4,3,0,0,0,0,0,0,0,1,0.166666666666667,1,NA,1,1,2,NA,NA,1,1,3,NA,1,3,2,2277,4,2,4,NA,NA,NA,40,NA,0,0,1,0.9444,0.9444,0.9444,1,1,NA,NA,1992,6635,1,0.583333333333333,0,2.5,0.875,0.166666666666667,0.444444444444445,0,0,1
"6638",3,0.2875,NA,NA,NA,NA,NA,1,1,2,2,1,1,3,0,1,0,1,3,5,3,5,2,2,1,NA,1,2,1,2,1,1,1,2,1,1,1,4,5,5,1,1,NA,NA,NA,85,0,70,85,1,50,50,NA,0,0,NA,NA,NA,2,4,0,0,1,0.833333333333333,1,6,2,6,5,0,2,1,0,3,7,3,4,4,4,4,1,"FTF",2,4,2,4,0,0,0,0,0,0,0,1,0.166666666666667,1,NA,0,1,2,NA,NA,2,2,2,NA,2,4,3,2278,5,5,5,NA,"RP-DC",NA,50,1,0,NA,1,0.9444,0.9444,0.9444,1,7,NA,NA,1992,6638,1,1,0.5,1.33333333333333,0.75,0.888888888888889,0.333333333333333,1,1,1
"6641",2,0.675,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,0,0,0,1,1,3,1,3,2,2,3,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,30,15,50,85,0,NA,NA,NA,NA,NA,4,2,4,2,4,0,0,0,0.666666666666667,2,5,1,6,NA,1,2,1,0,4,3,5,3,5,NA,5,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,1,NA,0,1,4,NA,NA,1,2,2,NA,1,4,3,2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9211,0.9211,0.9211,1,NA,NA,NA,1992,6641,1,NA,NA,NA,1,0.333333333333333,0.333333333333333,1,0.5,0
"6645",1,0.3,7,NA,NA,NA,NA,0,0,2,2,2,2,3,0,0,0,0,NA,7,2,5,1,1,3,NA,2,3,NA,3,1,2,NA,2,3,1,1,1,5,1,0,0,85,85,85,50,85,97,97,0,85,NA,60,1,1,7,NA,1,NA,NA,0,1,1,0.5,7,7,NA,6,1,1,2,1,0,1,5,3,5,4,5,4,1,"FTF",1,5,1,5,0,1,0,0,0,0,0,1,0.833333333333333,0,0,1,1,1,NA,NA,1,1,NA,NA,2,3,3,228,5,2,2,NA,NA,NA,50,NA,NA,NA,0,1,1,1,1,1,NA,NA,1992,6645,1,0.5,1,2,0.875,0.333333333333333,0.333333333333333,0,0,1
"6647",3,0.2625,5,2,4,3,5,0,1,2,2,2,2,2,0,1,0,0,4,6,4,6,1,1,3,NA,1,3,2,3,1,1,1,3,1,NA,1,5,2,2,0,1,50,70,70,50,50,85,70,1,70,50,50,1,0,3,2,4,3,4,0,0,1,NA,5,4,4,4,4,1,2,1,0,5,3,6,4,5,4,3,1,"FTF",5,5,2,4,0,0,0,0,0,0,0,0,1,NA,NA,0,1,3,NA,NA,2,2,3,NA,2,3,4,228,4,4,4,NA,"RP-RC","RP-RS",70,1,1,1,1,0.9724,0.9724,0.9724,1,1,3,4,2004,6647,1,0.75,1,1.8,0.625,0.444444444444445,0.222222222222222,0,1,0
"6649",2,0.9,7,2,4,NA,NA,1,0,1,2,2,2,2,0,0,0,0,4,2,2,5,2,2,NA,NA,1,NA,NA,3,NA,1,1,NA,NA,NA,2,5,5,2,1,0,60,50,60,30,15,70,70,1,60,NA,40,1,NA,NA,4,5,2,4,0,0,1,0.666666666666667,1,3,1,4,NA,0,2,1,0,4,NA,4,3,5,1,2,1,"FTF",2,4,2,4,0,0,0,0,0,0,0,1,1,0,NA,0,1,7,1,4,1,1,NA,NA,2,NA,NA,228,4,2,4,2,NA,NA,30,NA,NA,NA,0,0.973,0.973,0,1,NA,NA,NA,2012,6649,1,0.5,0.75,2,0.125,NA,NA,1,0,1
"6650",NA,0.25,4,NA,NA,NA,NA,0,1,2,2,2,1,2,0,0,1,1,3,6,3,7,1,1,3,NA,1,3,3,3,3,1,NA,2,1,1,3,1,2,2,0,1,70,70,70,85,30,15,0,0,70,40,70,0,0,3,3,6,3,7,0,0,0,0.333333333333333,3,6,3,6,3,0,2,1,0,4,3,6,3,7,3,4,0,"FTF",2,2,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,2,NA,NA,2,2,1,NA,1,NA,1,2280,2,2,4,NA,"DP-DC",NA,85,0,0,NA,1,0.9872,0.9872,0.9872,1,2,NA,NA,1992,6650,1,0.416666666666667,0.75,1.83333333333333,0.625,0.333333333333333,1,0,1,1
"6653",1,0.2625,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,1,0,0,2,6,2,6,1,1,3,NA,2,3,3,2,3,1,1,2,3,3,1,4,3,2,0,1,50,60,60,40,70,40,50,1,40,50,50,0,0,3,3,6,3,6,0,1,1,0.166666666666667,2,6,2,6,3,1,2,1,0,4,2,6,2,6,4,4,1,"FTF",1,4,1,5,0,0,0,0,0,0,0,1,0,1,0,1,1,4,NA,NA,2,2,2,NA,2,3,2,2281,5,3,2,NA,"DP-DC",NA,40,0,0,NA,1,1.0263,1.0263,1.0263,1,4,NA,NA,1992,6653,1,0.583333333333333,0,2.33333333333333,0.75,0.333333333333333,0.555555555555556,0,1,1
"6659",1,0.825,6,NA,NA,NA,NA,0,1,2,1,2,2,1,0,0,0,0,6,5,6,5,1,1,4,NA,1,4,4,2,1,3,1,2,1,1,1,4,1,1,0,1,50,50,0,97,97,0,15,0,70,30,97,0,0,1,1,5,1,6,0,0,0,0.166666666666667,1,7,1,7,3,0,2,1,0,7,4,4,4,4,2,3,0,"FTF",1,5,1,4,0,1,0,0,0,0,0,0,0,1,NA,0,0,2,NA,NA,2,2,3,NA,1,4,2,2283,NA,2,4,NA,NA,NA,50,NA,NA,NA,0,1.2059,1.2059,1.2059,1,7,NA,NA,1992,6659,1,0.5,0.75,1.66666666666667,0.375,0,0.333333333333333,0,1,0
"6661",NA,0.3375,1,NA,NA,NA,NA,1,0,1,1,1,1,2,0,0,0,0,NA,NA,NA,NA,2,2,3,NA,2,3,4,3,NA,1,1,NA,NA,NA,1,4,1,2,1,1,70,70,70,50,60,50,60,0,75,30,85,0,0,NA,NA,NA,NA,NA,0,1,1,0.166666666666667,6,6,5,6,NA,1,NA,1,0,NA,NA,NA,NA,NA,5,5,NA,"FTF",2,5,1,2,0,0,0,1,0,0,0,1,1,NA,0,1,1,NA,NA,NA,2,1,3,NA,2,3,3,2283,1,1,1,NA,"RP-RC",NA,0,1,1,NA,1,0.7118,0.7118,0.7118,1,NA,NA,NA,2008,6661,1,0,0,2,1,0.222222222222222,0.333333333333333,1,0.5,2
"6662",2,0.35,6,NA,NA,NA,NA,0,0,2,2,2,1,3,0,0,0,0,3,5,4,4,2,1,2,NA,1,3,2,3,3,2,2,2,1,2,1,4,4,2,1,0,70,70,70,60,30,60,60,1,50,85,50,1,1,5,2,4,4,4,0,0,1,NA,2,6,4,4,4,0,2,1,0,NA,4,4,NA,NA,NA,3,1,"FTF",1,5,3,4,0,0,0,0,0,1,0,1,0.333333333333333,0,NA,0,1,2,NA,NA,1,1,3,NA,2,3,3,2284,4,2,3,NA,"RP-RC","RP-RS",85,1,1,1,1,0.9237,0.9237,0.9237,1,2,NA,NA,1992,6662,1,0.5,0.75,2.16666666666667,0.5,0.555555555555556,0.333333333333333,0.5,0,2
"6664",1,0.35,6,7,7,NA,NA,0,0,1,2,1,2,1,0,0,0,0,4,6,NA,NA,1,1,2,NA,1,2,2,2,1,1,1,2,2,1,3,3,3,3,0,0,50,50,50,50,50,0,15,0,50,0,50,0,0,NA,4,4,NA,NA,0,0,0,0.5,5,7,7,5,3,0,2,1,0,NA,5,7,NA,NA,3,3,1,"FTF",2,3,1,2,0,1,0,1,0,1,0,0,0.333333333333333,NA,0,0,0,2,5,7,1,1,2,NA,1,3,2,2284,3,2,2,NA,"DP-RC",NA,70,0,1,NA,1,0.7345,0.7345,0.7345,1,1,2,3,2008,6664,1,0.333333333333333,0.5,1.5,0.5,0.666666666666667,0.555555555555556,0,0,2
"6668",1,0.6,5,NA,NA,NA,NA,0,1,2,2,2,1,3,0,0,0,0,1,3,1,4,1,1,4,NA,2,4,4,3,1,1,1,4,3,1,1,5,4,2,0,1,50,50,50,97,97,0,0,1,50,85,0,1,1,1,1,5,1,5,0,1,0,NA,4,NA,2,NA,4,0,2,1,0,1,1,3,1,3,2,2,1,"FTF",2,5,2,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,NA,NA,2,2,1,NA,1,2,2,2286,5,2,4,NA,"DP-DC","DP-DS",70,0,0,0,1,0.931,0.931,0.931,1,1,NA,NA,1992,6668,1,0.666666666666667,0.75,2.16666666666667,0.25,0,0.777777777777778,0,1,0
"6671",2,0.2375,7,NA,NA,NA,NA,1,1,2,2,2,2,2,0,0,0,0,2,5,2,5,1,2,1,NA,1,2,2,2,1,1,1,2,3,1,2,4,2,2,0,0,50,50,50,30,30,85,85,0,40,70,0,NA,1,NA,NA,NA,5,4,0,0,1,0.5,1,3,1,3,4,0,2,1,0,7,6,6,6,6,5,5,0,"FTF",3,5,3,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,NA,NA,1,2,3,NA,2,4,4,2287,5,5,5,NA,"RP-RC","RP-RS",50,1,1,1,1,0.9872,0.9872,0.9872,1,4,NA,NA,1992,6671,1,1,1,1.66666666666667,1,0.777777777777778,0.111111111111111,0.5,0.5,0
"6674",3,0.7125,3,NA,NA,NA,NA,0,0,2,2,2,1,3,0,0,1,1,3,3,3,4,2,1,2,NA,1,3,2,3,1,1,1,3,2,1,2,3,2,2,1,0,85,70,85,60,40,85,97,0,0,85,0,1,1,4,3,5,2,5,0,0,1,0.833333333333333,2,6,1,6,3,0,2,1,0,4,4,4,4,4,5,5,1,"FTF",5,5,4,5,0,0,0,1,0,0,0,0,0.666666666666667,1,1,0,1,NA,NA,NA,1,1,3,NA,2,3,3,2288,4,3,2,NA,"RP-RC","RP-RS",60,1,1,1,1,0.9211,0.9211,0.9211,1,3,NA,NA,1992,6674,1,0.5,0.75,1.83333333333333,1,0.555555555555556,0.333333333333333,0.5,0,1
"6677",2,0.15,3,NA,NA,NA,NA,1,1,2,2,2,2,3,0,0,0,0,3,3,4,4,1,2,3,NA,1,3,3,3,2,2,1,3,3,2,2,3,2,2,0,1,50,70,60,60,85,50,60,1,60,50,50,1,1,5,5,2,4,3,0,0,1,0.333333333333333,2,5,4,6,5,1,2,0,0,NA,6,4,NA,NA,3,4,1,"FTF",4,5,4,4,0,0,0,0,0,0,0,0,0.166666666666667,1,NA,0,1,3,NA,NA,2,2,1,NA,2,3,3,2289,3,2,2,NA,NA,NA,50,NA,0,0,1,1.0263,1.0263,1.0263,1,3,NA,NA,1992,6677,1,0.333333333333333,1,2.5,0.625,0.333333333333333,0.555555555555556,0.5,1,0
"6685",3,0.525,4,1,7,NA,NA,1,1,NA,NA,NA,NA,3,0,0,0,0,3,2,3,3,1,2,NA,NA,2,NA,NA,3,3,2,1,3,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,50,40,40,30,1,NA,NA,NA,0,0,6,3,4,5,5,0,1,1,NA,2,3,3,3,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,3,NA,"FTF",NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0.666666666666667,0,0,0,0,2,3,3,1,2,NA,NA,2,NA,NA,229,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.9383,1.9383,0,1,NA,NA,NA,2012,6685,1,0.25,NA,2.16666666666667,0.5,NA,NA,0.5,0.5,0
"6688",NA,0.1875,4,4,5,NA,NA,0,0,1,2,1,1,2,0,0,0,0,NA,NA,NA,NA,1,1,3,NA,2,3,3,2,1,1,1,NA,1,1,2,2,2,2,0,1,60,70,70,85,70,40,15,1,50,70,70,0,0,NA,NA,NA,NA,NA,0,1,0,0.166666666666667,3,6,2,6,3,0,NA,1,0,NA,NA,NA,NA,NA,3,3,NA,"FTF",2,4,1,2,0,1,0,0,0,0,0,1,0.166666666666667,NA,0,0,0,NA,NA,NA,2,1,2,NA,1,3,3,2290,2,4,4,NA,"DP-DC",NA,70,0,0,NA,1,0.864,0.864,0.864,1,NA,NA,NA,2008,6688,1,0.583333333333333,0.25,1.2,0.5,0.333333333333333,0.444444444444445,0,0.5,1
"6689",NA,0.175,3,NA,NA,NA,NA,0,0,2,1,1,1,3,0,0,1,0,6,6,6,6,2,1,NA,NA,1,NA,NA,2,3,2,2,3,3,1,1,2,2,3,1,1,50,70,50,NA,NA,NA,70,1,50,60,0,1,1,6,NA,2,NA,NA,0,0,1,0.5,NA,1,NA,NA,4,0,2,1,0,2,NA,NA,NA,NA,4,1,1,"FTF",3,4,3,4,0,0,0,1,1,0,0,0,0.166666666666667,1,NA,0,1,2,NA,NA,2,1,1,NA,2,4,3,2291,4,3,4,NA,"RP-DC","RP-DS",50,1,0,0,1,0.9444,0.9444,0.9444,1,3,NA,NA,1992,6689,1,0.666666666666667,0.25,2.33333333333333,0.375,NA,0.444444444444445,0.5,0.5,2
"6691",1,0.4375,3,4,6,NA,NA,1,1,1,1,1,1,1,0,0,0,1,4,5,NA,NA,1,2,3,NA,2,4,3,2,NA,2,1,2,NA,NA,1,1,1,1,0,1,85,70,70,70,85,30,30,1,70,40,70,0,0,2,3,6,NA,NA,0,1,1,0.166666666666667,2,6,2,6,2,0,2,1,0,3,4,6,NA,NA,5,4,1,"FTF",1,2,1,4,0,1,0,0,0,0,0,1,0,NA,0,1,1,1,2,6,2,2,2,NA,2,3,2,2291,2,2,2,NA,"DP-DC",NA,40,0,0,NA,1,1.1142,1.1142,1.1142,1,1,1,4,2008,6691,1,0.25,0,2,0.875,0.222222222222222,0.555555555555556,0.5,1,1
"6692",3,0.5875,7,NA,NA,NA,NA,0,0,2,2,2,1,1,0,1,0,0,NA,3,NA,3,1,1,3,NA,2,3,3,3,1,1,1,2,3,1,1,1,5,1,0,0,60,60,40,85,70,50,60,1,NA,50,15,1,0,NA,NA,NA,NA,4,0,1,0,NA,NA,3,NA,3,5,NA,2,1,0,5,5,5,5,5,NA,3,1,"FTF",2,5,2,4,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,3,NA,NA,1,1,1,NA,1,NA,2,2292,5,5,5,NA,"DP-DC","DP-DS",40,0,0,0,1,0.931,0.931,0.931,1,1,NA,NA,1992,6692,1,1,0.75,1.83333333333333,0.5,0.333333333333333,0.833333333333333,0,0,0
"6695",NA,0.65,7,NA,NA,NA,NA,0,1,2,2,2,2,2,0,1,1,0,1,1,1,1,1,1,2,NA,1,2,NA,1,1,1,1,4,1,1,1,5,1,1,0,1,NA,15,NA,97,15,0,15,1,NA,NA,10,1,1,7,6,6,7,7,0,0,0,0.666666666666667,4,4,7,1,NA,NA,1,0,0,1,2,1,2,2,NA,3,1,"FTF",1,5,NA,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,2,2,1,NA,1,3,2,2293,5,5,5,NA,"DP-DC",NA,NA,0,0,NA,1,0.9583,0.9583,0.9583,1,7,NA,NA,1992,6695,1,1,1,1.5,0.5,0.666666666666667,0.666666666666667,0,1,0
"6697",1,0.075,7,3,3,NA,NA,1,0,1,2,1,1,2,0,0,0,1,3,6,NA,NA,1,2,NA,NA,2,NA,NA,3,NA,1,2,3,NA,NA,1,3,4,4,0,0,85,85,85,55,55,65,85,0,65,65,85,0,0,4,3,5,NA,NA,0,1,1,0.666666666666667,3,5,2,6,3,0,NA,1,0,6,3,4,NA,NA,4,3,1,"FTF",4,2,1,2,0,0,0,0,0,0,0,1,0.666666666666667,NA,0,0,1,3,2,7,1,1,NA,NA,2,NA,NA,2293,4,4,4,NA,NA,NA,60,1,NA,NA,1,1.2813,1.2813,1.2813,1,1,3,4,2008,6697,1,0.75,0.25,2.33333333333333,0.625,NA,NA,0.5,0,1
